sample,control_substep,physics_tick,robot_0.lift,robot_0.arm,robot_0.yaw,robot_0.pitch,robot_0.roll,robot_0.grip_pos,robot_0.base_fwd,robot_0.base_strafe,robot_0.base_turn,robot_1.lift,robot_1.arm,robot_1.yaw,robot_1.pitch,robot_1.roll,robot_1.grip_pos,robot_1.base_fwd,robot_1.base_strafe,robot_1.base_turn
57,2,692,1.078,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.132,0.0
58,0,696,1.1036667,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.154,0.0
58,1,700,1.1293334,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.176,0.0
58,2,704,1.155,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.198,0.0
59,0,708,1.1806667,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.22,0.0
59,1,712,1.2,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.242,0.0
59,2,716,1.2,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.264,0.0
60,0,720,1.2,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.286,0.0
60,1,724,1.2,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.308,0.0
60,2,728,1.2,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.33,0.0
61,0,732,1.2,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.352,0.0
61,1,736,1.2,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.374,0.0
61,2,740,1.2,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.396,0.0
62,0,744,1.2,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.418,0.0
62,1,748,1.2,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.44,0.0
62,2,752,1.2,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.462,0.0
63,0,756,1.2,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.484,0.0
63,1,760,1.2,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.506,0.0
63,2,764,1.2,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.528,0.0
64,0,768,1.2,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.55,0.0
64,1,772,1.2,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.572,0.0
64,2,776,1.2,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.594,0.0
65,0,780,1.2,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.616,0.0
65,1,784,1.2,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.616,0.0
65,2,788,1.2,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.616,0.0
66,0,792,1.2,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.616,0.0
66,1,796,1.2,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.616,0.0
66,2,800,1.2,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.616,0.0
67,0,804,1.2,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.616,0.0
67,1,808,1.2,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.616,0.0
67,2,812,1.2,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.616,0.0
68,0,816,1.2,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.616,0.0
68,1,820,1.2,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.616,0.0
68,2,824,1.2,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.616,0.0
69,0,828,1.2,0.0,0.0,0.0,0.0,0.5,0.0,0.022,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.616,0.0
69,1,832,1.2,0.0,0.0,0.0,0.0,0.5,0.0,0.044,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.616,0.0
69,2,836,1.2,0.0,0.0,0.0,0.0,0.5,0.0,0.066,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.616,0.0
70,0,840,1.2,0.0,0.0,0.0,0.0,0.5,0.0,0.088,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.616,0.0
70,1,844,1.2,0.0,0.0,0.0,0.0,0.5,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.616,0.0
70,2,848,1.2,0.0,0.0,0.0,0.0,0.5,0.0,0.132,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.616,0.0
71,0,852,1.2,0.0,0.0,0.0,0.0,0.5,0.0,0.154,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.616,0.0
71,1,856,1.2,0.0,0.0,0.0,0.0,0.5,0.0,0.176,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.616,0.0
71,2,860,1.2,0.0,0.0,0.0,0.0,0.5,0.0,0.198,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.616,0.0
72,0,864,1.2,0.0,0.0,0.0,0.0,0.5,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.616,0.0
72,1,868,1.2,0.0,0.0,0.0,0.0,0.5,0.0,0.242,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.616,0.0
72,2,872,1.2,0.0,0.0,0.0,0.0,0.5,0.0,0.264,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.616,0.0
73,0,876,1.2,0.0,0.0,0.0,0.0,0.5,0.0,0.286,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.616,0.0
73,1,880,1.2,0.0,0.0,0.0,0.0,0.5,0.0,0.308,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.616,0.0
73,2,884,1.2,0.0,0.0,0.0,0.0,0.5,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.616,0.0
74,0,888,1.2,0.0,0.0,0.0,0.0,0.5,0.0,0.352,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.616,0.0
74,1,892,1.2,0.0,0.0,0.0,0.0,0.5,0.0,0.374,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.616,0.0
74,2,896,1.2,0.0,0.0,0.0,0.0,0.5,0.0,0.396,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.616,0.0
75,0,900,1.2,0.0,0.0,0.0,0.0,0.5,0.0,0.418,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.616,0.0
75,1,904,1.2,0.0,0.0,0.0,0.0,0.5,0.0,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.616,0.0
75,2,908,1.2,0.0,0.0,0.0,0.0,0.5,0.0,0.462,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.616,0.0
76,0,912,1.2,0.0,0.0,0.0,0.0,0.5,0.0,0.484,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.616,0.0
76,1,916,1.2,0.0,0.0,0.0,0.0,0.5,0.0,0.506,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.616,0.0
76,2,920,1.2,0.0,0.0,0.0,0.0,0.5,0.0,0.528,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.616,0.0
77,0,924,1.2,0.0,0.0,0.0,0.0,0.5,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.616,0.0
77,1,928,1.2,0.0,0.0,0.0,0.0,0.5,0.0,0.572,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.616,0.0
77,2,932,1.2,0.0,0.0,0.0,0.0,0.5,0.0,0.594,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.616,0.0
78,0,936,1.2,0.0,0.0,0.0,0.0,0.5,0.0,0.616,0.0,0.025666667,0.0,0.0,0.0,0.0,0.5,0.0,0.616,0.0
78,1,940,1.2,0.0,0.0,0.0,0.0,0.5,0.0,0.616,0.0,0.051333334,0.0,0.0,0.0,0.0,0.5,0.0,0.616,0.0
78,2,944,1.2,0.0,0.0,0.0,0.0,0.5,0.0,0.616,0.0,0.077,0.0,0.0,0.0,0.0,0.5,0.0,0.616,0.0
79,0,948,1.2,0.0,0.0,0.0,0.0,0.5,0.0,0.616,0.0,0.10266667,0.0,0.0,0.0,0.0,0.5,0.0,0.616,0.0
79,1,952,1.2,0.0,0.0,0.0,0.0,0.5,0.0,0.616,0.0,0.12833333,0.0,0.0,0.0,0.0,0.5,0.0,0.616,0.0
79,2,956,1.2,0.0,0.0,0.0,0.0,0.5,0.0,0.616,0.0,0.154,0.0,0.0,0.0,0.0,0.5,0.0,0.616,0.0
80,0,960,1.2,0.0,0.0,0.0,0.0,0.5,0.0,0.616,0.0,0.17966667,0.0,0.0,0.0,0.0,0.5,0.0,0.616,0.0
80,1,964,1.2,0.0,0.0,0.0,0.0,0.5,0.0,0.616,0.0,0.20533334,0.0,0.0,0.0,0.0,0.5,0.0,0.616,0.0
80,2,968,1.2,0.0,0.0,0.0,0.0,0.5,0.0,0.616,0.0,0.231,0.0,0.0,0.0,0.0,0.5,0.0,0.616,0.0
81,0,972,1.2,0.0,0.0,0.0,0.0,0.5,0.0,0.616,0.0,0.25666666,0.0,0.0,0.0,0.0,0.5,0.0,0.616,0.0
81,1,976,1.2,0.0,0.0,0.0,0.0,0.5,0.0,0.616,0.0,0.28233334,0.0,0.0,0.0,0.0,0.5,0.0,0.616,0.0
81,2,980,1.2,0.0,0.0,0.0,0.0,0.5,0.0,0.616,0.0,0.308,0.0,0.0,0.0,0.0,0.5,0.0,0.616,0.0
82,0,984,1.2,0.0,0.0,0.0,0.0,0.5,0.0,0.616,0.0,0.308,0.0,0.0,0.0,0.0,0.5,0.0,0.616,0.0
82,1,988,1.2,0.0,0.0,0.0,0.0,0.5,0.0,0.616,0.0,0.308,0.0,0.0,0.0,0.0,0.5,0.0,0.616,0.0
82,2,992,1.2,0.0,0.0,0.0,0.0,0.5,0.0,0.616,0.0,0.308,0.0,0.0,0.0,0.0,0.5,0.0,0.616,0.0
83,0,996,1.2,0.0,0.0,0.0,0.0,0.5,0.0,0.616,0.0,0.33366665,0.0,0.0,0.0,0.0,0.5,0.0,0.616,0.0
83,1,1000,1.2,0.0,0.0,0.0,0.0,0.5,0.0,0.616,0.0,0.35933334,0.0,0.0,0.0,0.0,0.5,0.0,0.616,0.0
83,2,1004,1.2,0.0,0.0,0.0,0.0,0.5,0.0,0.616,0.0,0.385,0.0,0.0,0.0,0.0,0.5,0.0,0.616,0.0
84,0,1008,1.2,0.0,0.0,0.0,0.0,0.5,0.0,0.616,0.0,0.41066667,0.0,0.0,0.0,0.0,0.5,0.0,0.616,0.0
84,1,1012,1.2,0.0,0.0,0.0,0.0,0.5,0.0,0.616,0.0,0.43633333,0.0,0.0,0.0,0.0,0.5,0.0,0.616,0.0
84,2,1016,1.2,0.0,0.0,0.0,0.0,0.5,0.0,0.616,0.0,0.462,0.0,0.0,0.0,0.0,0.5,0.0,0.616,0.0
85,0,1020,1.2,0.0,0.0,0.0,0.0,0.5,0.0,0.616,0.0,0.48766667,0.0,0.0,0.0,0.0,0.5,0.0,0.616,0.0
85,1,1024,1.2,0.0,0.0,0.0,0.0,0.5,0.0,0.616,0.0,0.5133333,0.0,0.0,0.0,0.0,0.5,0.0,0.616,0.0
85,2,1028,1.2,0.0,0.0,0.0,0.0,0.5,0.0,0.616,0.0,0.539,0.0,0.0,0.0,0.0,0.5,0.0,0.616,0.0
86,0,1032,1.2,0.0,0.0,0.0,0.0,0.5,0.0,0.616,0.0,0.5646667,0.0,0.0,0.0,0.0,0.5,0.0,0.616,0.0
86,1,1036,1.2,0.0,0.0,0.0,0.0,0.5,0.0,0.616,0.0,0.59033334,0.0,0.0,0.0,0.0,0.5,0.0,0.616,0.0
86,2,1040,1.2,0.0,0.0,0.0,0.0,0.5,0.0,0.616,0.0,0.616,0.0,0.0,0.0,0.0,0.5,0.0,0.616,0.0
87,0,1044,1.2,0.0,0.0,0.0,0.0,0.5,0.0,0.616,0.0,0.64166665,0.0,0.0,0.0,0.0,0.5,0.0,0.616,0.0
87,1,1048,1.2,0.0,0.0,0.0,0.0,0.5,0.0,0.616,0.0,0.6673333,0.0,0.0,0.0,0.0,0.5,0.0,0.616,0.0
87,2,1052,1.2,0.0,0.0,0.0,0.0,0.5,0.0,0.616,0.0,0.693,0.0,0.0,0.0,0.0,0.5,0.0,0.616,0.0
88,0,1056,1.2,0.0,0.0,0.0,0.0,0.5,0.0,0.616,0.0,0.693,0.0,0.0,0.0,0.0,0.5,0.0,0.616,0.0
88,1,1060,1.2,0.0,0.0,0.0,0.0,0.5,0.0,0.616,0.0,0.693,0.0,0.0,0.0,0.0,0.5,0.0,0.616,0.0
88,2,1064,1.2,0.0,0.0,0.0,0.0,0.5,0.0,0.616,0.0,0.693,0.0,0.0,0.0,0.0,0.5,0.0,0.616,0.0
89,0,1068,1.2,0.0,0.0,0.0,0.0,0.5,0.0,0.616,0.0,0.693,0.0,0.0,0.0,0.0,0.5,0.0,0.616,0.0
89,1,1072,1.2,0.0,0.0,0.0,0.0,0.5,0.0,0.616,0.0,0.693,0.0,0.0,0.0,0.0,0.5,0.0,0.616,0.0
89,2,1076,1.2,0.0,0.0,0.0,0.0,0.5,0.0,0.616,0.0,0.693,0.0,0.0,0.0,0.0,0.5,0.0,0.616,0.0
90,0,1080,1.2,0.0,0.0,0.0,0.0,0.5,0.0,0.616,0.0,0.693,0.0,0.0,0.0,0.0,0.5,0.0,0.616,0.0
90,1,1084,1.2,0.0,0.0,0.0,0.0,0.5,0.0,0.616,0.0,0.693,0.0,0.0,0.0,0.0,0.5,0.0,0.616,0.0
90,2,1088,1.2,0.0,0.0,0.0,0.0,0.5,0.0,0.616,0.0,0.693,0.0,0.0,0.0,0.0,0.5,0.0,0.616,0.0
91,0,1092,1.2,0.0,0.0,0.0,0.0,0.5,0.0,0.616,0.0,0.693,0.0,0.0,0.0,0.0,0.5,0.0,0.616,0.0
91,1,1096,1.2,0.0,0.0,0.0,0.0,0.5,0.0,0.616,0.0,0.693,0.0,0.0,0.0,0.0,0.5,0.0,0.616,0.0
91,2,1100,1.2,0.0,0.0,0.0,0.0,0.5,0.0,0.616,0.0,0.693,0.0,0.0,0.0,0.0,0.5,0.0,0.616,0.0
92,0,1104,1.2,0.0,0.0,0.0,0.0,0.5,0.0,0.616,0.0,0.693,0.0,0.0,0.0,0.0,0.5,0.0,0.616,0.0
92,1,1108,1.2,0.0,0.0,0.0,0.0,0.5,0.0,0.616,0.0,0.693,0.0,0.0,0.0,0.0,0.5,0.0,0.616,0.0
92,2,1112,1.2,0.0,0.0,0.0,0.0,0.5,0.0,0.616,0.0,0.693,0.0,0.0,0.0,0.0,0.5,0.0,0.616,0.0
93,0,1116,1.2,0.0,0.0,0.0,0.0,0.5,0.0,0.616,0.0,0.693,0.0,0.0,0.0,0.0,0.5,0.0,0.616,0.0
93,1,1120,1.2,0.0,0.0,0.0,0.0,0.5,0.0,0.616,0.0,0.693,0.0,0.0,0.0,0.0,0.5,0.0,0.616,0.0
93,2,1124,1.2,0.0,0.0,0.0,0.0,0.5,0.0,0.616,0.0,0.693,0.0,0.0,0.0,0.0,0.5,0.0,0.616,0.0
94,0,1128,1.2,0.0,0.0,0.0,0.0,0.5,0.0,0.616,0.0,0.693,0.0,0.0,0.0,0.0,0.5,0.0,0.616,0.0
94,1,1132,1.2,0.0,0.0,0.0,0.0,0.5,0.0,0.616,0.0,0.693,0.0,0.0,0.0,0.0,0.5,0.0,0.616,0.0
94,2,1136,1.2,0.0,0.0,0.0,0.0,0.5,0.0,0.616,0.0,0.693,0.0,0.0,0.0,0.0,0.5,0.0,0.616,0.0
95,0,1140,1.2,0.0,0.0,0.0,0.0,0.5,0.0,0.616,0.0,0.693,0.0,0.0,0.0,0.0,0.5,0.0,0.616,0.0
95,1,1144,1.2,0.0,0.0,0.0,0.0,0.5,0.0,0.616,0.0,0.693,0.0,0.0,0.0,0.0,0.5,0.0,0.616,0.0
95,2,1148,1.2,0.0,0.0,0.0,0.0,0.5,0.0,0.616,0.0,0.693,0.0,0.0,0.0,0.0,0.5,0.0,0.616,0.0
96,0,1152,1.2,0.0,0.0,0.0,0.0,0.5,0.0,0.616,0.0,0.693,0.0,0.0,0.0,0.0,0.5,0.0,0.616,0.0
96,1,1156,1.2,0.0,0.0,0.0,0.0,0.5,0.0,0.616,0.0,0.693,0.0,0.0,0.0,0.0,0.5,0.0,0.616,0.0
96,2,1160,1.2,0.0,0.0,0.0,0.0,0.5,0.0,0.616,0.0,0.693,0.0,0.0,0.0,0.0,0.5,0.0,0.616,0.0
97,0,1164,1.2,0.0,0.0,0.0,0.0,0.5,0.0,0.616,0.0,0.693,0.0,0.0,0.0,0.0,0.5,0.0,0.616,0.0
97,1,1168,1.2,0.0,0.0,0.0,0.0,0.5,0.0,0.616,0.0,0.693,0.0,0.0,0.0,0.0,0.5,0.0,0.616,0.0
97,2,1172,1.2,0.0,0.0,0.0,0.0,0.5,0.0,0.616,0.0,0.693,0.0,0.0,0.0,0.0,0.5,0.0,0.616,0.0
98,0,1176,1.2,0.0,0.0,0.0,0.0,0.5,0.0,0.616,0.0,0.693,0.0,0.0,0.0,0.0,0.5,0.0,0.616,0.0
98,1,1180,1.2,0.0,0.0,0.0,0.0,0.5,0.0,0.616,0.0,0.693,0.0,0.0,0.0,0.0,0.5,0.0,0.616,0.0
98,2,1184,1.2,0.0,0.0,0.0,0.0,0.5,0.0,0.616,0.0,0.693,0.0,0.0,0.0,0.0,0.5,0.0,0.616,0.0
99,0,1188,1.2,0.0,0.0,0.0,0.0,0.5,0.0,0.616,0.0,0.693,0.0,0.0,0.0,0.0,0.5,0.0,0.616,0.0
99,1,1192,1.2,0.0,0.0,0.0,0.0,0.5,0.0,0.616,0.0,0.693,0.0,0.0,0.0,0.0,0.5,0.0,0.616,0.0
99,2,1196,1.2,0.0,0.0,0.0,0.0,0.5,0.0,0.616,0.0,0.693,0.0,0.0,0.0,0.0,0.5,0.0,0.616,0.0
100,0,1200,1.2,0.0,0.0,0.0,0.0,0.5,0.0,0.616,0.0,0.693,0.0,0.0,0.0,0.0,0.5,0.0,0.616,0.0
100,1,1204,1.2,0.0,0.0,0.0,0.0,0.5,0.0,0.616,0.0,0.693,0.0,0.0,0.0,0.0,0.5,0.0,0.616,0.0
100,2,1208,1.2,0.0,0.0,0.0,0.0,0.5,0.0,0.616,0.0,0.693,0.0,0.0,0.0,0.0,0.5,0.0,0.616,0.0
101,0,1212,1.2,0.0,0.0,0.0,0.0,0.5,0.0,0.616,0.0,0.693,0.0,0.0,0.0,0.0,0.5,0.0,0.616,0.0
101,1,1216,1.2,0.0,0.0,0.0,0.0,0.5,0.0,0.616,0.0,0.693,0.0,0.0,0.0,0.0,0.5,0.0,0.616,0.0
101,2,1220,1.2,0.0,0.0,0.0,0.0,0.5,0.0,0.616,0.0,0.693,0.0,0.0,0.0,0.0,0.5,0.0,0.616,0.0
102,0,1224,1.2,0.0,0.0,0.0,0.0,0.5,0.0,0.616,0.0,0.693,0.0,0.0,0.0,0.0,0.5,0.0,0.616,0.0
102,1,1228,1.2,0.0,0.0,0.0,0.0,0.5,0.0,0.616,0.0,0.693,0.0,0.0,0.0,0.0,0.5,0.0,0.616,0.0
102,2,1232,1.2,0.0,0.0,0.0,0.0,0.5,0.0,0.616,0.0,0.693,0.0,0.0,0.0,0.0,0.5,0.0,0.616,0.0
103,0,1236,1.2,0.0,0.0,0.0,0.0,0.5,0.0,0.616,0.0,0.693,0.0,0.0,0.0,0.0,0.5,0.0,0.616,0.0
103,1,1240,1.2,0.0,0.0,0.0,0.0,0.5,0.0,0.616,0.0,0.693,0.0,0.0,0.0,0.0,0.5,0.0,0.616,0.0
103,2,1244,1.2,0.0,0.0,0.0,0.0,0.5,0.0,0.616,0.0,0.693,0.0,0.0,0.0,0.0,0.5,0.0,0.616,0.0
104,0,1248,1.2,0.0,0.0,0.0,0.0,0.5,0.0,0.616,0.0,0.693,0.0,0.0,0.0,0.0,0.5,0.0,0.616,0.0
104,1,1252,1.2,0.0,0.0,0.0,0.0,0.5,0.0,0.616,0.0,0.693,0.0,0.0,0.0,0.0,0.5,0.0,0.616,0.0
104,2,1256,1.2,0.0,0.0,0.0,0.0,0.5,0.0,0.616,0.0,0.693,0.0,0.0,0.0,0.0,0.5,0.0,0.616,0.0
105,0,1260,1.2,0.0,0.0,0.0,0.0,0.5,0.022,0.616,0.0,0.693,0.0,0.0,0.0,0.0,0.5,0.0,0.616,0.0
105,1,1264,1.2,0.0,0.0,0.0,0.0,0.5,0.044,0.616,0.0,0.693,0.0,0.0,0.0,0.0,0.5,0.0,0.616,0.0
105,2,1268,1.2,0.0,0.0,0.0,0.0,0.5,0.066,0.616,0.0,0.693,0.0,0.0,0.0,0.0,0.5,0.0,0.616,0.0
106,0,1272,1.2,0.0,0.0,0.0,0.0,0.5,0.088,0.616,0.0,0.693,0.0,0.0,0.0,0.0,0.5,0.0,0.616,0.0
106,1,1276,1.2,0.0,0.0,0.0,0.0,0.5,0.11,0.616,0.0,0.693,0.0,0.0,0.0,0.0,0.5,0.0,0.616,0.0
106,2,1280,1.2,0.0,0.0,0.0,0.0,0.5,0.132,0.616,0.0,0.693,0.0,0.0,0.0,0.0,0.5,0.0,0.616,0.0
107,0,1284,1.2,0.0,0.0,0.0,0.0,0.5,0.154,0.616,0.0,0.693,0.0,0.0,0.0,0.0,0.5,0.0,0.616,0.0
107,1,1288,1.2,0.0,0.0,0.0,0.0,0.5,0.176,0.616,0.0,0.693,0.0,0.0,0.0,0.0,0.5,0.0,0.616,0.0
107,2,1292,1.2,0.0,0.0,0.0,0.0,0.5,0.198,0.616,0.0,0.693,0.0,0.0,0.0,0.0,0.5,0.0,0.616,0.0
108,0,1296,1.2,0.0,0.0,0.0,0.0,0.5,0.22,0.616,0.0,0.693,0.0,0.0,0.0,0.0,0.5,0.0,0.616,0.0
108,1,1300,1.2,0.0,0.0,0.0,0.0,0.5,0.242,0.616,0.0,0.693,0.0,0.0,0.0,0.0,0.5,0.0,0.616,0.0
108,2,1304,1.2,0.0,0.0,0.0,0.0,0.5,0.264,0.616,0.0,0.693,0.0,0.0,0.0,0.0,0.5,0.0,0.616,0.0
109,0,1308,1.2,0.0,0.0,0.0,0.0,0.5,0.286,0.616,0.0,0.693,0.0,0.0,0.0,0.0,0.5,0.0,0.616,0.0
109,1,1312,1.2,0.0,0.0,0.0,0.0,0.5,0.308,0.616,0.0,0.693,0.0,0.0,0.0,0.0,0.5,0.0,0.616,0.0
109,2,1316,1.2,0.0,0.0,0.0,0.0,0.5,0.33,0.616,0.0,0.693,0.0,0.0,0.0,0.0,0.5,0.0,0.616,0.0
110,0,1320,1.2,0.0,0.0,0.0,0.0,0.5,0.352,0.616,0.0,0.693,0.0,0.0,0.0,0.0,0.5,0.0,0.616,0.0
110,1,1324,1.2,0.0,0.0,0.0,0.0,0.5,0.374,0.616,0.0,0.693,0.0,0.0,0.0,0.0,0.5,0.0,0.616,0.0
110,2,1328,1.2,0.0,0.0,0.0,0.0,0.5,0.396,0.616,0.0,0.693,0.0,0.0,0.0,0.0,0.5,0.0,0.616,0.0
111,0,1332,1.2,0.0,0.0,0.0,0.0,0.5,0.418,0.616,0.0,0.693,0.0,0.0,0.0,0.0,0.5,0.0,0.616,0.0
111,1,1336,1.2,0.0,0.0,0.0,0.0,0.5,0.44,0.616,0.0,0.693,0.0,0.0,0.0,0.0,0.5,0.0,0.616,0.0
111,2,1340,1.2,0.0,0.0,0.0,0.0,0.5,0.462,0.616,0.0,0.693,0.0,0.0,0.0,0.0,0.5,0.0,0.616,0.0
112,0,1344,1.2,0.0,0.0,0.0,0.0,0.5,0.44,0.616,0.0,0.693,0.0,0.0,0.0,0.0,0.5,0.0,0.616,0.0
112,1,1348,1.2,0.0,0.0,0.0,0.0,0.5,0.418,0.616,0.0,0.693,0.0,0.0,0.0,0.0,0.5,0.0,0.616,0.0
112,2,1352,1.2,0.0,0.0,0.0,0.0,0.5,0.396,0.616,0.0,0.693,0.0,0.0,0.0,0.0,0.5,0.0,0.616,0.0
113,0,1356,1.2,0.0,0.0,0.0,0.0,0.5,0.374,0.616,0.0,0.693,0.0,0.0,0.0,0.0,0.5,0.0,0.616,0.0
113,1,1360,1.2,0.0,0.0,0.0,0.0,0.5,0.352,0.616,0.0,0.693,0.0,0.0,0.0,0.0,0.5,0.0,0.616,0.0
113,2,1364,1.2,0.0,0.0,0.0,0.0,0.5,0.33,0.616,0.0,0.693,0.0,0.0,0.0,0.0,0.5,0.0,0.616,0.0
114,0,1368,1.2,0.0,0.0,0.0,0.0,0.5,0.308,0.616,0.0,0.693,0.0,0.0,0.0,0.0,0.5,0.0,0.616,0.0
114,1,1372,1.2,0.0,0.0,0.0,0.0,0.5,0.286,0.616,0.0,0.693,0.0,0.0,0.0,0.0,0.5,0.0,0.616,0.0
114,2,1376,1.2,0.0,0.0,0.0,0.0,0.5,0.264,0.616,0.0,0.693,0.0,0.0,0.0,0.0,0.5,0.0,0.616,0.0
115,0,1380,1.2,0.0,0.0,0.0,0.0,0.5,0.242,0.616,0.0,0.693,0.0,0.0,0.0,0.0,0.5,0.0,0.616,0.0
115,1,1384,1.2,0.0,0.0,0.0,0.0,0.5,0.22,0.616,0.0,0.693,0.0,0.0,0.0,0.0,0.5,0.0,0.616,0.0
115,2,1388,1.2,0.0,0.0,0.0,0.0,0.5,0.198,0.616,0.0,0.693,0.0,0.0,0.0,0.0,0.5,0.0,0.616,0.0
